Date,target_return_t+1,target_return_t+5,target_return_t+21,supplier_CATL_ret_lag1,supplier_CATL_ret_lag2,supplier_Ganfeng Lithium_ret_lag3,supplier_Ganfeng Lithium_ret_lag4,supplier_Glencore_ret_lag1,supplier_Glencore_ret_lag2,supplier_AGC Inc._ret_lag1,supplier_AGC Inc._ret_lag2,tech_Apple_ret_lag1,tech_Apple_ret_lag2,tech_Google_ret_lag1,tech_Google_ret_lag2,tech_Meta_ret_lag1,tech_Meta_ret_lag2,tech_Microsoft_ret_lag1,tech_Microsoft_ret_lag2,tech_NVIDIA_ret_lag3,comp_Ford_ret_lag1,comp_Ford_ret_lag2,comp_General Motors_ret_lag1,comp_General Motors_ret_lag2,comp_BYD_ret_lag1,comp_BYD_ret_lag2,comp_NIO_ret_lag1,comp_NIO_ret_lag2,supplier_pca_lag1,supplier_pca_lag2,tech_pca_lag1,tech_pca_lag2,comp_pca_lag1,comp_pca_lag2,market_S&P 500_lag1,market_S&P 500_lag2,market_NASDAQ_lag1,market_NASDAQ_lag2,market_Dow Jones_lag1,market_Dow Jones_lag2,market_VIX_lag1,market_VIX_lag2
2020-02-05,0.0194093169425442,0.0443582784266405,-0.0424935316425558,0.0953369589959785,0.0404034780762829,-0.0069895630961959,-0.0148150739495727,0.0505934624030442,-0.0040529460585698,-0.002677335162746,-0.004002610303211,0.0324803383246224,-0.0027498209708282,-0.0254042994022601,0.034180599107655,0.0272467921308988,0.0112288356020564,0.0323862701292607,0.0240864593960059,-0.0389070671618078,0.022027672153012,0.0179778668695467,0.0190929464589998,0.00983474781933,0.0574265463595756,0.0084796428744314,0.1051142447445063,0.0714589574572794,5.225901701255892,0.3757045955589303,1.615893455212638,1.5711086603848017,2.280322052945787,1.281753248636318,0.014869315917506,0.0072284257612325,0.0207643652015189,0.0132934757902946,0.0142578381808324,0.0050756130019059,-0.1129948605439545,-0.047278614662552
2020-02-06,-0.001188323805631,0.0734885142323436,-0.1882076778064064,0.0953102156972747,0.0953369589959785,0.0579095788014126,-0.0069895630961959,0.0153260580635317,0.0505934624030442,-0.001341442685824,-0.002677335162746,0.0081211756292787,0.0324803383246224,0.0004426220320877,-0.0254042994022601,0.001333476503493,0.0272467921308988,-0.0012221396161866,0.0323862701292607,0.0163609339646581,-0.0995677338043409,0.022027672153012,0.0190206493821435,0.0190929464589998,0.0671688305338599,0.0574265463595756,-0.0269680075906629,0.1051142447445063,5.0636692500652725,5.225901701255892,0.2629080478381013,1.615893455212638,-1.4271303875630577,2.280322052945787,0.0111877786589729,0.014869315917506,0.0042905385983301,0.0207643652015189,0.0166348547848241,0.0142578381808324,-0.0577082952649973,-0.1129948605439545
2020-02-07,0.0310264963298576,0.0694587535322486,-0.1373401141900264,0.0365660323819535,0.0953102156972747,0.0816781019106691,0.0579095788014126,0.0096700490944198,0.0153260580635317,0.0013414426858241,-0.001341442685824,0.0116289076852893,0.0081211756292787,0.020479851549347,0.0004426220320877,0.0035158133132609,0.001333476503493,0.0205218605816888,-0.0012221396161866,0.0279015275511321,-0.0072462451337683,-0.0995677338043409,-0.0201851303032574,0.0190206493821435,-0.0128618897863139,0.0671688305338599,-0.0732322269572017,-0.0269680075906629,1.0918802488187234,5.0636692500652725,1.347134107341326,0.2629080478381013,-1.3911510848697737,-1.4271303875630577,0.0033201550570019,0.0111877786589729,0.0066528486410863,0.0042905385983301,0.0030311590796179,0.0166348547848241,-0.0126205316795954,-0.0577082952649973
2020-02-10,0.0040192609370288,0.1129550611521026,-0.1776916031825578,-0.0587282891170207,0.0365660323819535,0.1899177651357435,0.0816781019106691,-0.0245673292729877,0.0096700490944198,-0.0299343160537472,0.0013414426858241,-0.0136855232611006,0.0116289076852893,0.0021251188539465,0.020479851549347,0.0069946873804321,0.0035158133132609,0.001414816314278,0.0205218605816888,0.0145818908375757,-0.0171154267449244,-0.0072462451337683,-0.0206010969044215,-0.0201851303032574,-0.0163135610060298,-0.0128618897863139,-0.0684677955964574,-0.0732322269572017,-2.0401787699177376,1.0918802488187234,-0.3410342729267342,1.347134107341326,-1.6002093886611624,-1.3911510848697737,-0.0054154910094583,0.0033201550570019,-0.0054094872590161,0.0066528486410863,-0.0094819096056389,0.0030311590796179,0.0335227067497857,-0.0126205316795954
2020-02-11,-0.0091556579336954,0.1847155059556555,-0.2761305821778046,0.0310968967386432,-0.0587282891170207,-0.0108696114224727,0.1899177651357435,-0.0155575492365872,-0.0245673292729877,-0.0209357038612056,-0.0299343160537472,0.0047383352314027,-0.0136855232611006,0.0197813513362923,0.0021251188539465,0.0034321364880358,0.0069946873804321,0.0258207471703775,0.001414816314278,0.0138216581493843,-0.006184390209478,-0.0171154267449244,0.0182678258760932,-0.0206010969044215,0.0302398501324105,-0.0163135610060298,0.015625303350277,-0.0684677955964574,-2.0401787699177376,1.0918802488187234,1.6952714660811723,-0.3410342729267342,0.6398044740140967,-1.6002093886611624,0.0072996901205732,-0.0054154910094583,0.0112675952632932,-0.0054094872590161,0.0059716706117254,-0.0094819096056389,-0.0281893658607223,0.0335227067497857
2020-02-12,0.04784365255178,0.1721904057350962,-0.2875966162454374,-0.042396383185145,0.0310968967386432,0.0018200938751109,-0.0108696114224727,0.0162006665447025,-0.0155575492365872,-0.0209357038612056,-0.0209357038612056,-0.0060516807051421,0.0047383352314027,0.0009274241681714,0.0197813513362923,-0.0279375468033809,0.0034321364880358,-0.022834372545024,0.0258207471703775,-0.010517170550664,0.0049505987977848,-0.006184390209478,0.0219474713674485,0.0182678258760932,-0.0357374068991111,0.0302398501324105,0.0229895574290697,0.015625303350277,0.8279121228482123,-2.0401787699177376,-0.9597764138682552,1.6952714660811723,0.4810091026547844,0.6398044740140967,0.0016870486860021,0.0072996901205732,0.0010951992063065,0.0112675952632932,-1.6411368702503054e-05,0.0059716706117254,0.0092654760859641,-0.0281893658607223
2020-02-13,-0.0049377556683485,0.1206467790930101,-0.4464303328793179,0.0078604557629825,-0.042396383185145,0.1278331832701439,0.0018200938751109,0.023296431008364,0.0162006665447025,-0.0156366107410102,-0.0209357038612056,0.0234700598523703,-0.0060516807051421,0.0056593661246213,0.0009274241681714,0.0170838683496154,-0.0279375468033809,0.001462798542155,-0.022834372545024,0.0442392888121999,0.017136225835449,0.0049505987977848,0.0136169769125559,0.0219474713674485,0.0054975567667006,-0.0357374068991111,0.0273990067322822,0.0229895574290697,1.7735759954521833,0.8279121228482123,1.0461061338594342,-0.9597764138682552,0.9364999452883582,0.4810091026547844,0.006441853105203,0.0016870486860021,0.0089874066205392,0.0010951992063065,0.0093521182564774,-1.6411368702503054e-05,-0.0996675219351536,0.0092654760859641
2020-02-14,0.0729597130158357,0.0421983618683439,-0.462270173710503,-0.0209508016446159,0.0078604557629825,-0.0210193904464642,0.1278331832701439,-0.0044057938241753,0.023296431008364,0.0057142985121907,-0.0156366107410102,-0.0071464385018831,0.0234700598523703,-0.0034565834927561,0.0056593661246213,0.0112291065558955,0.0170838683496154,-0.0054287168085532,0.001462798542155,0.0185363560712024,0.0012129923211684,0.017136225835449,-0.005651091616161,0.0136169769125559,-0.0066005736237833,0.0054975567667006,-0.0098766136115297,0.0273990067322822,-0.4983180490137032,1.7735759954521833,-0.3789693865132991,1.0461061338594342,-0.2707531832253081,0.9364999452883582,-0.0016317763599886,0.006441853105203,-0.0014394780736095,0.0089874066205392,-0.0043445582706031,0.0093521182564774,0.0294033269941186,-0.0996675219351536
2020-02-18,0.0687558089532556,-0.0681384092538762,-0.5791938434411148,0.0276332952882096,-0.0420646480459555,-0.0102716215050183,0.1126865954604418,0.0114749212138693,-0.016322688316757,-0.0042949443779165,-0.002853111380211,-0.0071464385018831,0.0002463713346417,-0.0034565834927561,0.0035223420439713,0.0112291065558955,0.0048674239815045,-0.0054287168085532,0.0088879073637061,-0.0064785368894488,0.0012129923211684,-0.0183492181566175,-0.005651091616161,-0.015132562601202,0.0145171974902019,-0.0189421932684766,-0.0098766136115297,-0.0666914316195762,1.043120551901553,-0.9361744355906648,1.1341009396054116,-0.3789693865132991,-1.5094693347162642,-0.2707531832253081,-0.0016317763599886,0.0018418360984854,-0.0014394780736095,0.0019760139449687,-0.0043445582706031,-0.0008578671816239,0.0294033269941186,-0.0337796626276797
2020-02-19,-0.0196311050979861,-0.1510976433966881,-0.5338667077983039,0.0162207979907888,0.0276332952882096,0.0088106662137038,-0.0102716215050183,-0.0456047757880483,0.0114749212138693,-0.0071992528857571,-0.0042949443779165,-0.0184804159960558,0.0002463713346417,0.0004674692280618,0.0035223420439713,0.0167605167435945,0.0048674239815045,0.0100915897598906,0.0088879073637061,0.0678498079491457,-0.0049505987977848,-0.0183492181566175,-0.0101199156308355,-0.015132562601202,0.0033205648167184,0.0145171974902019,0.0079260577833545,-0.0666914316195762,-1.7625083517774125,1.043120551901553,0.302702811533526,1.1341009396054116,-0.2657578429610414,-1.5094693347162642,-0.0029242139861477,0.0018418360984854,0.0001603527844963,0.0019760139449687,-0.0056588881142531,-0.0008578671816239,0.0807172165026972,-0.0337796626276797
